330820,"ZBAD","large_airport","Beijing Daxing International Airport",39.509945,116.41092,98,"AS","CN","CN-13","Beijing","no","ZBAD","PKX",,,"https://en.wikipedia.org/wiki/Beijing_Daxing_International_Airport",
DATABASE-REVISION,1
